tick,timestamp,weather_pattern,tariff,inflow,simulation_30_min_cost,optimizer_12_hour_cost,cost_delta_12h_minus_30m,simulation_30_min_ending_volume,optimizer_12_hour_ending_volume,simulation_30_min_pumped,optimizer_12_hour_pumped,simulation_30_min_warnings,optimizer_12_hour_warnings
646,2026-06-14T10:30:00+00:00,extreme_wet,282.66,6.36,2261.28,2261.28,0.00,231.95,231.95,8.00,8.00,,
647,2026-06-14T11:00:00+00:00,extreme_wet,282.66,6.69,1130.64,1130.64,0.00,234.64,234.64,4.00,4.00,,
648,2026-06-14T11:30:00+00:00,extreme_wet,282.66,10.74,3391.92,3391.92,0.00,233.38,233.38,12.00,12.00,,
649,2026-06-14T12:00:00+00:00,extreme_wet,283.90,10.42,3406.80,3406.80,0.00,231.80,231.80,12.00,12.00,,
650,2026-06-14T12:30:00+00:00,extreme_wet,283.90,10.35,2271.20,4542.40,2271.20,234.15,226.15,8.00,16.00,,
651,2026-06-14T13:00:00+00:00,extreme_wet,283.90,10.04,3406.80,2271.20,-1135.60,232.19,228.19,12.00,8.00,,
652,2026-06-14T13:30:00+00:00,extreme_wet,283.90,10.24,2271.20,1135.60,-1135.60,234.43,234.43,8.00,4.00,,
653,2026-06-14T14:00:00+00:00,extreme_wet,283.90,10.05,3406.80,3406.80,0.00,232.48,232.48,12.00,12.00,,
654,2026-06-14T14:30:00+00:00,extreme_wet,283.90,10.11,2271.20,2271.20,0.00,234.59,234.59,8.00,8.00,,
655,2026-06-14T15:00:00+00:00,extreme_wet,283.90,9.86,3406.80,4542.40,1135.60,232.45,228.45,12.00,16.00,,
656,2026-06-14T15:30:00+00:00,extreme_wet,283.90,10.37,2271.20,3406.80,1135.60,234.82,226.82,8.00,12.00,,
657,2026-06-14T16:00:00+00:00,extreme_wet,302.47,14.44,4839.52,2419.76,-2419.76,233.26,233.26,16.00,8.00,,
658,2026-06-14T16:30:00+00:00,extreme_wet,302.47,14.02,4839.52,4839.52,0.00,231.28,231.28,16.00,16.00,,
659,2026-06-14T17:00:00+00:00,extreme_wet,302.47,13.57,3629.64,4839.52,1209.88,232.85,228.85,12.00,16.00,,
660,2026-06-14T17:30:00+00:00,extreme_wet,302.47,14.07,3629.64,3629.64,0.00,234.92,230.92,12.00,12.00,,
661,2026-06-14T18:00:00+00:00,extreme_wet,302.47,14.45,4839.52,3629.64,-1209.88,233.37,233.37,16.00,12.00,,
662,2026-06-14T18:30:00+00:00,extreme_wet,302.47,13.87,4839.52,4839.52,0.00,231.24,231.24,16.00,16.00,,
663,2026-06-14T19:00:00+00:00,extreme_wet,302.47,13.55,3629.64,3629.64,0.00,232.79,232.79,12.00,12.00,,
664,2026-06-14T19:30:00+00:00,extreme_wet,302.47,13.54,3629.64,3629.64,0.00,234.33,234.33,12.00,12.00,,
665,2026-06-14T20:00:00+00:00,extreme_wet,277.06,9.56,3324.72,4432.96,1108.24,231.89,227.89,12.00,16.00,,
666,2026-06-14T20:30:00+00:00,extreme_wet,277.06,9.92,2216.48,1108.24,-1108.24,233.81,233.81,8.00,4.00,,
667,2026-06-14T21:00:00+00:00,extreme_wet,277.06,9.29,3324.72,3324.72,0.00,231.10,231.10,12.00,12.00,,
668,2026-06-14T21:30:00+00:00,extreme_wet,277.06,5.42,1108.24,1108.24,0.00,232.52,232.52,4.00,4.00,,
669,2026-06-14T22:00:00+00:00,extreme_wet,277.06,5.50,1108.24,2216.48,1108.24,234.02,230.02,4.00,8.00,,
670,2026-06-14T22:30:00+00:00,extreme_wet,277.06,5.31,2216.48,2216.48,0.00,231.33,227.33,8.00,8.00,,
671,2026-06-14T23:00:00+00:00,extreme_wet,277.06,4.96,1108.24,0.00,-1108.24,232.29,232.29,4.00,0.00,,
672,2026-06-14T23:30:00+00:00,extreme_wet,277.06,5.49,1108.24,1108.24,0.00,233.78,233.78,4.00,4.00,,
673,2026-06-15T00:00:00+00:00,dry,228.42,0.49,0.00,0.00,0.00,234.27,234.27,0.00,0.00,,
674,2026-06-15T00:30:00+00:00,dry,228.42,0.43,0.00,0.00,0.00,234.70,234.70,0.00,0.00,,
675,2026-06-15T01:00:00+00:00,dry,228.42,0.45,913.68,913.68,0.00,231.15,231.15,4.00,4.00,,
676,2026-06-15T01:30:00+00:00,dry,228.42,0.24,0.00,0.00,0.00,231.39,231.39,0.00,0.00,,
677,2026-06-15T02:00:00+00:00,dry,228.42,0.15,0.00,0.00,0.00,231.54,231.54,0.00,0.00,,
678,2026-06-15T02:30:00+00:00,dry,228.42,0.40,0.00,0.00,0.00,231.94,231.94,0.00,0.00,,
679,2026-06-15T03:00:00+00:00,dry,228.42,0.35,0.00,0.00,0.00,232.29,232.29,0.00,0.00,,
680,2026-06-15T03:30:00+00:00,dry,228.42,0.28,0.00,2741.04,2741.04,232.57,220.57,0.00,12.00,,
681,2026-06-15T04:00:00+00:00,dry,257.37,0.41,0.00,0.00,0.00,232.98,220.98,0.00,0.00,,
682,2026-06-15T04:30:00+00:00,dry,257.37,0.31,0.00,0.00,0.00,233.29,221.29,0.00,0.00,,
683,2026-06-15T05:00:00+00:00,dry,257.37,0.29,0.00,0.00,0.00,233.58,221.58,0.00,0.00,,
684,2026-06-15T05:30:00+00:00,dry,257.37,1.70,1029.48,0.00,-1029.48,231.28,223.28,4.00,0.00,,
685,2026-06-15T06:00:00+00:00,dry,257.37,1.59,0.00,0.00,0.00,232.87,224.87,0.00,0.00,,
686,2026-06-15T06:30:00+00:00,dry,257.37,1.85,0.00,0.00,0.00,234.72,226.72,0.00,0.00,,
687,2026-06-15T07:00:00+00:00,dry,257.37,1.71,1029.48,0.00,-1029.48,232.43,228.43,4.00,0.00,,
688,2026-06-15T07:30:00+00:00,dry,257.37,1.71,0.00,1029.48,1029.48,234.14,226.14,0.00,4.00,,
689,2026-06-15T08:00:00+00:00,dry,282.66,1.61,1130.64,0.00,-1130.64,231.75,227.75,4.00,0.00,,
690,2026-06-15T08:30:00+00:00,dry,282.66,1.61,0.00,0.00,0.00,233.36,229.36,0.00,0.00,,
691,2026-06-15T09:00:00+00:00,dry,282.66,1.60,0.00,0.00,0.00,234.96,230.96,0.00,0.00,,
692,2026-06-15T09:30:00+00:00,dry,282.66,1.79,1130.64,0.00,-1130.64,232.75,232.75,4.00,0.00,,
693,2026-06-15T10:00:00+00:00,dry,282.66,1.63,0.00,0.00,0.00,234.38,234.38,0.00,0.00,,
694,2026-06-15T10:30:00+00:00,dry,282.66,0.94,1130.64,1130.64,0.00,231.32,231.32,4.00,4.00,,
695,2026-06-15T11:00:00+00:00,dry,282.66,0.69,0.00,0.00,0.00,232.01,232.01,0.00,0.00,,
696,2026-06-15T11:30:00+00:00,dry,282.66,0.82,0.00,0.00,0.00,232.83,232.83,0.00,0.00,,
697,2026-06-15T12:00:00+00:00,dry,283.90,0.70,0.00,0.00,0.00,233.53,233.53,0.00,0.00,,
698,2026-06-15T12:30:00+00:00,dry,283.90,0.70,0.00,0.00,0.00,234.23,234.23,0.00,0.00,,
699,2026-06-15T13:00:00+00:00,dry,283.90,0.88,1135.60,1135.60,0.00,231.11,231.11,4.00,4.00,,
700,2026-06-15T13:30:00+00:00,dry,283.90,0.97,0.00,0.00,0.00,232.08,232.08,0.00,0.00,,
701,2026-06-15T14:00:00+00:00,dry,283.90,0.73,0.00,0.00,0.00,232.81,232.81,0.00,0.00,,
702,2026-06-15T14:30:00+00:00,dry,283.90,0.98,0.00,0.00,0.00,233.79,233.79,0.00,0.00,,
703,2026-06-15T15:00:00+00:00,dry,283.90,0.88,0.00,0.00,0.00,234.67,234.67,0.00,0.00,,
704,2026-06-15T15:30:00+00:00,dry,283.90,0.79,1135.60,4542.40,3406.80,231.46,219.46,4.00,16.00,,
705,2026-06-15T16:00:00+00:00,dry,302.47,2.01,0.00,0.00,0.00,233.47,221.47,0.00,0.00,,
706,2026-06-15T16:30:00+00:00,dry,302.47,1.89,1209.88,0.00,-1209.88,231.36,223.36,4.00,0.00,,
707,2026-06-15T17:00:00+00:00,dry,302.47,1.74,0.00,0.00,0.00,233.10,225.10,0.00,0.00,,
708,2026-06-15T17:30:00+00:00,dry,302.47,1.70,0.00,0.00,0.00,234.80,226.80,0.00,0.00,,
709,2026-06-15T18:00:00+00:00,dry,302.47,2.00,1209.88,0.00,-1209.88,232.80,228.80,4.00,0.00,,
710,2026-06-15T18:30:00+00:00,dry,302.47,1.82,0.00,0.00,0.00,234.62,230.62,0.00,0.00,,
711,2026-06-15T19:00:00+00:00,dry,302.47,1.97,1209.88,0.00,-1209.88,232.59,232.59,4.00,0.00,,
712,2026-06-15T19:30:00+00:00,dry,302.47,1.84,0.00,0.00,0.00,234.43,234.43,0.00,0.00,,
713,2026-06-15T20:00:00+00:00,dry,277.06,2.03,1108.24,1108.24,0.00,232.46,232.46,4.00,4.00,,
714,2026-06-15T20:30:00+00:00,dry,277.06,1.94,0.00,0.00,0.00,234.40,234.40,0.00,0.00,,
715,2026-06-15T21:00:00+00:00,dry,277.06,1.94,1108.24,1108.24,0.00,232.34,232.34,4.00,4.00,,
716,2026-06-15T21:30:00+00:00,dry,277.06,0.41,0.00,0.00,0.00,232.75,232.75,0.00,0.00,,
717,2026-06-15T22:00:00+00:00,dry,277.06,0.58,0.00,0.00,0.00,233.33,233.33,0.00,0.00,,
718,2026-06-15T22:30:00+00:00,dry,277.06,0.57,0.00,0.00,0.00,233.90,233.90,0.00,0.00,,
719,2026-06-15T23:00:00+00:00,dry,277.06,0.49,0.00,0.00,0.00,234.39,234.39,0.00,0.00,,
720,2026-06-15T23:30:00+00:00,dry,277.06,0.37,0.00,0.00,0.00,234.76,234.76,0.00,0.00,,
721,2026-06-16T00:00:00+00:00,extreme_dry,228.42,0.08,0.00,0.00,0.00,234.84,234.84,0.00,0.00,,
722,2026-06-16T00:30:00+00:00,extreme_dry,228.42,0.19,913.68,913.68,0.00,231.03,231.03,4.00,4.00,,
723,2026-06-16T01:00:00+00:00,extreme_dry,228.42,0.09,0.00,0.00,0.00,231.12,231.12,0.00,0.00,,
724,2026-06-16T01:30:00+00:00,extreme_dry,228.42,0.08,0.00,0.00,0.00,231.20,231.20,0.00,0.00,,
725,2026-06-16T02:00:00+00:00,extreme_dry,228.42,0.08,0.00,0.00,0.00,231.28,231.28,0.00,0.00,,
726,2026-06-16T02:30:00+00:00,extreme_dry,228.42,0.10,0.00,0.00,0.00,231.38,231.38,0.00,0.00,,
727,2026-06-16T03:00:00+00:00,extreme_dry,228.42,0.29,0.00,0.00,0.00,231.67,231.67,0.00,0.00,,
728,2026-06-16T03:30:00+00:00,extreme_dry,228.42,0.28,0.00,1827.36,1827.36,231.95,223.95,0.00,8.00,,
729,2026-06-16T04:00:00+00:00,extreme_dry,257.37,0.10,0.00,0.00,0.00,232.05,224.05,0.00,0.00,,
730,2026-06-16T04:30:00+00:00,extreme_dry,257.37,0.05,0.00,0.00,0.00,232.10,224.10,0.00,0.00,,
731,2026-06-16T05:00:00+00:00,extreme_dry,257.37,0.05,0.00,0.00,0.00,232.15,224.15,0.00,0.00,,
732,2026-06-16T05:30:00+00:00,extreme_dry,257.37,0.62,0.00,0.00,0.00,232.77,224.77,0.00,0.00,,
733,2026-06-16T06:00:00+00:00,extreme_dry,257.37,0.76,0.00,0.00,0.00,233.53,225.53,0.00,0.00,,
734,2026-06-16T06:30:00+00:00,extreme_dry,257.37,0.67,0.00,0.00,0.00,234.20,226.20,0.00,0.00,,
735,2026-06-16T07:00:00+00:00,extreme_dry,257.37,0.71,0.00,0.00,0.00,234.91,226.91,0.00,0.00,,
736,2026-06-16T07:30:00+00:00,extreme_dry,257.37,0.64,1029.48,0.00,-1029.48,231.55,227.55,4.00,0.00,,
737,2026-06-16T08:00:00+00:00,extreme_dry,282.66,0.60,0.00,0.00,0.00,232.15,228.15,0.00,0.00,,
738,2026-06-16T08:30:00+00:00,extreme_dry,282.66,0.50,0.00,0.00,0.00,232.65,228.65,0.00,0.00,,
739,2026-06-16T09:00:00+00:00,extreme_dry,282.66,0.51,0.00,0.00,0.00,233.16,229.16,0.00,0.00,,
740,2026-06-16T09:30:00+00:00,extreme_dry,282.66,0.74,0.00,0.00,0.00,233.90,229.90,0.00,0.00,,
741,2026-06-16T10:00:00+00:00,extreme_dry,282.66,0.67,0.00,0.00,0.00,234.57,230.57,0.00,0.00,,
742,2026-06-16T10:30:00+00:00,extreme_dry,282.66,0.44,1130.64,0.00,-1130.64,231.01,231.01,4.00,0.00,,
743,2026-06-16T11:00:00+00:00,extreme_dry,282.66,0.30,0.00,0.00,0.00,231.31,231.31,0.00,0.00,,
744,2026-06-16T11:30:00+00:00,extreme_dry,282.66,0.29,0.00,0.00,0.00,231.60,231.60,0.00,0.00,,
745,2026-06-16T12:00:00+00:00,extreme_dry,283.90,0.37,0.00,0.00,0.00,231.97,231.97,0.00,0.00,,
746,2026-06-16T12:30:00+00:00,extreme_dry,283.90,0.43,0.00,0.00,0.00,232.40,232.40,0.00,0.00,,
747,2026-06-16T13:00:00+00:00,extreme_dry,283.90,0.44,0.00,0.00,0.00,232.84,232.84,0.00,0.00,,
748,2026-06-16T13:30:00+00:00,extreme_dry,283.90,0.36,0.00,0.00,0.00,233.20,233.20,0.00,0.00,,
749,2026-06-16T14:00:00+00:00,extreme_dry,283.90,0.30,0.00,0.00,0.00,233.50,233.50,0.00,0.00,,
750,2026-06-16T14:30:00+00:00,extreme_dry,283.90,0.12,0.00,0.00,0.00,233.62,233.62,0.00,0.00,,
751,2026-06-16T15:00:00+00:00,extreme_dry,283.90,0.13,0.00,0.00,0.00,233.75,233.75,0.00,0.00,,
752,2026-06-16T15:30:00+00:00,extreme_dry,283.90,0.33,0.00,2271.20,2271.20,234.08,226.08,0.00,8.00,,
753,2026-06-16T16:00:00+00:00,extreme_dry,302.47,0.63,0.00,0.00,0.00,234.71,226.71,0.00,0.00,,
754,2026-06-16T16:30:00+00:00,extreme_dry,302.47,0.86,1209.88,0.00,-1209.88,231.57,227.57,4.00,0.00,,
755,2026-06-16T17:00:00+00:00,extreme_dry,302.47,0.71,0.00,0.00,0.00,232.28,228.28,0.00,0.00,,
756,2026-06-16T17:30:00+00:00,extreme_dry,302.47,0.79,0.00,0.00,0.00,233.07,229.07,0.00,0.00,,
757,2026-06-16T18:00:00+00:00,extreme_dry,302.47,0.60,0.00,0.00,0.00,233.67,229.67,0.00,0.00,,
758,2026-06-16T18:30:00+00:00,extreme_dry,302.47,0.81,0.00,0.00,0.00,234.48,230.48,0.00,0.00,,
759,2026-06-16T19:00:00+00:00,extreme_dry,302.47,0.63,1209.88,0.00,-1209.88,231.11,231.11,4.00,0.00,,
760,2026-06-16T19:30:00+00:00,extreme_dry,302.47,0.59,0.00,0.00,0.00,231.70,231.70,0.00,0.00,,
761,2026-06-16T20:00:00+00:00,extreme_dry,277.06,0.65,0.00,0.00,0.00,232.35,232.35,0.00,0.00,,
762,2026-06-16T20:30:00+00:00,extreme_dry,277.06,0.85,0.00,0.00,0.00,233.20,233.20,0.00,0.00,,
763,2026-06-16T21:00:00+00:00,extreme_dry,277.06,0.65,0.00,0.00,0.00,233.85,233.85,0.00,0.00,,
764,2026-06-16T21:30:00+00:00,extreme_dry,277.06,0.22,0.00,0.00,0.00,234.07,234.07,0.00,0.00,,
765,2026-06-16T22:00:00+00:00,extreme_dry,277.06,0.05,0.00,0.00,0.00,234.12,234.12,0.00,0.00,,
766,2026-06-16T22:30:00+00:00,extreme_dry,277.06,0.15,0.00,0.00,0.00,234.27,234.27,0.00,0.00,,
767,2026-06-16T23:00:00+00:00,extreme_dry,277.06,0.06,0.00,0.00,0.00,234.33,234.33,0.00,0.00,,
768,2026-06-16T23:30:00+00:00,extreme_dry,277.06,0.32,0.00,0.00,0.00,234.65,234.65,0.00,0.00,,
769,2026-06-17T00:00:00+00:00,wet,228.42,2.24,913.68,913.68,0.00,232.89,232.89,4.00,4.00,,
770,2026-06-17T00:30:00+00:00,wet,228.42,2.34,913.68,913.68,0.00,231.23,231.23,4.00,4.00,,
771,2026-06-17T01:00:00+00:00,wet,228.42,2.48,0.00,0.00,0.00,233.71,233.71,0.00,0.00,,
772,2026-06-17T01:30:00+00:00,wet,228.42,2.28,913.68,913.68,0.00,231.99,231.99,4.00,4.00,,
773,2026-06-17T02:00:00+00:00,wet,228.42,2.05,0.00,0.00,0.00,234.04,234.04,0.00,0.00,,
774,2026-06-17T02:30:00+00:00,wet,228.42,2.28,913.68,913.68,0.00,232.32,232.32,4.00,4.00,,
775,2026-06-17T03:00:00+00:00,wet,228.42,2.21,0.00,913.68,913.68,234.53,230.53,0.00,4.00,,
776,2026-06-17T03:30:00+00:00,wet,228.42,2.06,913.68,1827.36,913.68,232.59,224.59,4.00,8.00,,
777,2026-06-17T04:00:00+00:00,wet,257.37,2.41,1029.48,0.00,-1029.48,231.00,227.00,4.00,0.00,,
778,2026-06-17T04:30:00+00:00,wet,257.37,2.31,0.00,0.00,0.00,233.31,229.31,0.00,0.00,,
779,2026-06-17T05:00:00+00:00,wet,257.37,2.20,1029.48,0.00,-1029.48,231.51,231.51,4.00,0.00,,
780,2026-06-17T05:30:00+00:00,wet,257.37,5.14,1029.48,2058.96,1029.48,232.65,228.65,4.00,8.00,,
781,2026-06-17T06:00:00+00:00,wet,257.37,5.62,1029.48,1029.48,0.00,234.27,230.27,4.00,4.00,,
782,2026-06-17T06:30:00+00:00,wet,257.37,5.22,2058.96,1029.48,-1029.48,231.49,231.49,8.00,4.00,,
783,2026-06-17T07:00:00+00:00,wet,257.37,5.28,1029.48,1029.48,0.00,232.77,232.77,4.00,4.00,,
784,2026-06-17T07:30:00+00:00,wet,257.37,5.61,1029.48,2058.96,1029.48,234.38,230.38,4.00,8.00,,
785,2026-06-17T08:00:00+00:00,wet,282.66,5.34,2261.28,1130.64,-1130.64,231.72,231.72,8.00,4.00,,
786,2026-06-17T08:30:00+00:00,wet,282.66,5.42,1130.64,1130.64,0.00,233.14,233.14,4.00,4.00,,
787,2026-06-17T09:00:00+00:00,wet,282.66,5.24,1130.64,1130.64,0.00,234.38,234.38,4.00,4.00,,
788,2026-06-17T09:30:00+00:00,wet,282.66,5.28,2261.28,2261.28,0.00,231.66,231.66,8.00,8.00,,
789,2026-06-17T10:00:00+00:00,wet,282.66,5.16,1130.64,1130.64,0.00,232.82,232.82,4.00,4.00,,
790,2026-06-17T10:30:00+00:00,wet,282.66,3.24,1130.64,1130.64,0.00,232.06,232.06,4.00,4.00,,
791,2026-06-17T11:00:00+00:00,wet,282.66,3.32,1130.64,1130.64,0.00,231.38,231.38,4.00,4.00,,
792,2026-06-17T11:30:00+00:00,wet,282.66,3.39,0.00,0.00,0.00,234.77,234.77,0.00,0.00,,
793,2026-06-17T12:00:00+00:00,wet,283.90,3.29,1135.60,1135.60,0.00,234.06,234.06,4.00,4.00,,
794,2026-06-17T12:30:00+00:00,wet,283.90,3.35,1135.60,1135.60,0.00,233.41,233.41,4.00,4.00,,
795,2026-06-17T13:00:00+00:00,wet,283.90,3.31,1135.60,1135.60,0.00,232.72,232.72,4.00,4.00,,
796,2026-06-17T13:30:00+00:00,wet,283.90,3.11,1135.60,1135.60,0.00,231.83,231.83,4.00,4.00,,
797,2026-06-17T14:00:00+00:00,wet,283.90,3.17,1135.60,2271.20,1135.60,231.00,227.00,4.00,8.00,,
798,2026-06-17T14:30:00+00:00,wet,283.90,3.18,0.00,0.00,0.00,234.18,230.18,0.00,0.00,,
799,2026-06-17T15:00:00+00:00,wet,283.90,3.25,1135.60,1135.60,0.00,233.43,229.43,4.00,4.00,,
800,2026-06-17T15:30:00+00:00,wet,283.90,3.59,1135.60,2271.20,1135.60,233.02,225.02,4.00,8.00,,
801,2026-06-17T16:00:00+00:00,wet,302.47,5.87,1209.88,0.00,-1209.88,234.89,230.89,4.00,0.00,,
802,2026-06-17T16:30:00+00:00,wet,302.47,5.79,2419.76,2419.76,0.00,232.68,228.68,8.00,8.00,,
803,2026-06-17T17:00:00+00:00,wet,302.47,6.02,1209.88,1209.88,0.00,234.70,230.70,4.00,4.00,,
804,2026-06-17T17:30:00+00:00,wet,302.47,5.92,2419.76,2419.76,0.00,232.62,228.62,8.00,8.00,,
805,2026-06-17T18:00:00+00:00,wet,302.47,5.83,1209.88,1209.88,0.00,234.45,230.45,4.00,4.00,,
806,2026-06-17T18:30:00+00:00,wet,302.47,5.94,2419.76,2419.76,0.00,232.39,228.39,8.00,8.00,,
807,2026-06-17T19:00:00+00:00,wet,302.47,5.70,1209.88,0.00,-1209.88,234.09,234.09,4.00,0.00,,
808,2026-06-17T19:30:00+00:00,wet,302.47,5.65,2419.76,2419.76,0.00,231.74,231.74,8.00,8.00,,
809,2026-06-17T20:00:00+00:00,wet,277.06,5.89,1108.24,2216.48,1108.24,233.63,229.63,4.00,8.00,,
810,2026-06-17T20:30:00+00:00,wet,277.06,5.87,2216.48,2216.48,0.00,231.50,227.50,8.00,8.00,,
811,2026-06-17T21:00:00+00:00,wet,277.06,5.56,1108.24,0.00,-1108.24,233.06,233.06,4.00,0.00,,
812,2026-06-17T21:30:00+00:00,wet,277.06,2.77,1108.24,2216.48,1108.24,231.83,227.83,4.00,8.00,,
813,2026-06-17T22:00:00+00:00,wet,277.06,2.40,0.00,0.00,0.00,234.23,230.23,0.00,0.00,,
814,2026-06-17T22:30:00+00:00,wet,277.06,2.75,1108.24,0.00,-1108.24,232.98,232.98,4.00,0.00,,
815,2026-06-17T23:00:00+00:00,wet,277.06,2.62,1108.24,1108.24,0.00,231.60,231.60,4.00,4.00,,
816,2026-06-17T23:30:00+00:00,wet,277.06,2.59,0.00,0.00,0.00,234.19,234.19,0.00,0.00,,
817,2026-06-18T00:00:00+00:00,severe_wet_afternoon,228.42,2.40,913.68,913.68,0.00,232.59,232.59,4.00,4.00,,
818,2026-06-18T00:30:00+00:00,severe_wet_afternoon,228.42,2.50,913.68,913.68,0.00,231.09,231.09,4.00,4.00,,
819,2026-06-18T01:00:00+00:00,severe_wet_afternoon,228.42,2.27,0.00,0.00,0.00,233.36,233.36,0.00,0.00,,
820,2026-06-18T01:30:00+00:00,severe_wet_afternoon,228.42,2.45,913.68,913.68,0.00,231.81,231.81,4.00,4.00,,
821,2026-06-18T02:00:00+00:00,severe_wet_afternoon,228.42,2.43,0.00,0.00,0.00,234.24,234.24,0.00,0.00,,
822,2026-06-18T02:30:00+00:00,severe_wet_afternoon,228.42,2.40,913.68,913.68,0.00,232.64,232.64,4.00,4.00,,
823,2026-06-18T03:00:00+00:00,severe_wet_afternoon,228.42,2.14,0.00,913.68,913.68,234.78,230.78,0.00,4.00,,
824,2026-06-18T03:30:00+00:00,severe_wet_afternoon,228.42,2.12,913.68,1827.36,913.68,232.90,224.90,4.00,8.00,,
825,2026-06-18T04:00:00+00:00,severe_wet_afternoon,257.37,2.06,0.00,0.00,0.00,234.96,226.96,0.00,0.00,,
826,2026-06-18T04:30:00+00:00,severe_wet_afternoon,257.37,2.14,1029.48,0.00,-1029.48,233.10,229.10,4.00,0.00,,
827,2026-06-18T05:00:00+00:00,severe_wet_afternoon,257.37,2.20,1029.48,0.00,-1029.48,231.30,231.30,4.00,0.00,,
828,2026-06-18T05:30:00+00:00,severe_wet_afternoon,257.37,5.00,1029.48,1029.48,0.00,232.30,232.30,4.00,4.00,,
829,2026-06-18T06:00:00+00:00,severe_wet_afternoon,257.37,4.80,1029.48,1029.48,0.00,233.10,233.10,4.00,4.00,,
830,2026-06-18T06:30:00+00:00,severe_wet_afternoon,257.37,4.65,1029.48,1029.48,0.00,233.75,233.75,4.00,4.00,,
831,2026-06-18T07:00:00+00:00,severe_wet_afternoon,257.37,4.96,1029.48,1029.48,0.00,234.71,234.71,4.00,4.00,,
832,2026-06-18T07:30:00+00:00,severe_wet_afternoon,257.37,4.51,2058.96,3088.44,1029.48,231.22,227.22,8.00,12.00,,
833,2026-06-18T08:00:00+00:00,severe_wet_afternoon,282.66,4.52,1130.64,0.00,-1130.64,231.74,231.74,4.00,0.00,,
834,2026-06-18T08:30:00+00:00,severe_wet_afternoon,282.66,5.01,1130.64,1130.64,0.00,232.75,232.75,4.00,4.00,,
835,2026-06-18T09:00:00+00:00,severe_wet_afternoon,282.66,4.83,1130.64,1130.64,0.00,233.58,233.58,4.00,4.00,,
836,2026-06-18T09:30:00+00:00,severe_wet_afternoon,282.66,4.55,1130.64,1130.64,0.00,234.13,234.13,4.00,4.00,,
837,2026-06-18T10:00:00+00:00,severe_wet_afternoon,282.66,4.63,1130.64,1130.64,0.00,234.76,234.76,4.00,4.00,,
838,2026-06-18T10:30:00+00:00,severe_wet_afternoon,282.66,3.20,1130.64,1130.64,0.00,233.96,233.96,4.00,4.00,,
839,2026-06-18T11:00:00+00:00,severe_wet_afternoon,282.66,2.96,1130.64,1130.64,0.00,232.92,232.92,4.00,4.00,,
840,2026-06-18T11:30:00+00:00,severe_wet_afternoon,282.66,8.88,2261.28,2261.28,0.00,233.80,233.80,8.00,8.00,,
841,2026-06-18T12:00:00+00:00,severe_wet_afternoon,283.90,9.35,3406.80,3406.80,0.00,231.15,231.15,12.00,12.00,,
842,2026-06-18T12:30:00+00:00,severe_wet_afternoon,283.90,8.92,2271.20,3406.80,1135.60,232.07,228.07,8.00,12.00,,
843,2026-06-18T13:00:00+00:00,severe_wet_afternoon,283.90,9.13,2271.20,1135.60,-1135.60,233.20,233.20,8.00,4.00,,
844,2026-06-18T13:30:00+00:00,severe_wet_afternoon,283.90,8.56,2271.20,2271.20,0.00,233.76,233.76,8.00,8.00,,
845,2026-06-18T14:00:00+00:00,severe_wet_afternoon,283.90,9.23,2271.20,3406.80,1135.60,234.99,230.99,8.00,12.00,,
846,2026-06-18T14:30:00+00:00,severe_wet_afternoon,283.90,8.76,3406.80,3406.80,0.00,231.75,227.75,12.00,12.00,,
847,2026-06-18T15:00:00+00:00,severe_wet_afternoon,283.90,9.26,2271.20,1135.60,-1135.60,233.01,233.01,8.00,4.00,,
848,2026-06-18T15:30:00+00:00,severe_wet_afternoon,283.90,9.13,2271.20,4542.40,2271.20,234.14,226.14,8.00,16.00,,
849,2026-06-18T16:00:00+00:00,severe_wet_afternoon,302.47,12.67,3629.64,1209.88,-2419.76,234.81,234.81,12.00,4.00,,
850,2026-06-18T16:30:00+00:00,severe_wet_afternoon,302.47,12.68,4839.52,4839.52,0.00,231.49,231.49,16.00,16.00,,
851,2026-06-18T17:00:00+00:00,severe_wet_afternoon,302.47,12.49,3629.64,3629.64,0.00,231.98,231.98,12.00,12.00,,
852,2026-06-18T17:30:00+00:00,severe_wet_afternoon,302.47,12.19,3629.64,3629.64,0.00,232.17,232.17,12.00,12.00,,
853,2026-06-18T18:00:00+00:00,severe_wet_afternoon,302.47,12.42,3629.64,3629.64,0.00,232.59,232.59,12.00,12.00,,
854,2026-06-18T18:30:00+00:00,severe_wet_afternoon,302.47,12.20,3629.64,3629.64,0.00,232.79,232.79,12.00,12.00,,
855,2026-06-18T19:00:00+00:00,severe_wet_afternoon,302.47,5.09,1209.88,1209.88,0.00,233.88,233.88,4.00,4.00,,
856,2026-06-18T19:30:00+00:00,severe_wet_afternoon,302.47,4.87,1209.88,1209.88,0.00,234.75,234.75,4.00,4.00,,
857,2026-06-18T20:00:00+00:00,severe_wet_afternoon,277.06,4.90,2216.48,2216.48,0.00,231.65,231.65,8.00,8.00,,
858,2026-06-18T20:30:00+00:00,severe_wet_afternoon,277.06,5.05,1108.24,1108.24,0.00,232.70,232.70,4.00,4.00,,
859,2026-06-18T21:00:00+00:00,severe_wet_afternoon,277.06,4.90,1108.24,1108.24,0.00,233.60,233.60,4.00,4.00,,
860,2026-06-18T21:30:00+00:00,severe_wet_afternoon,277.06,2.35,1108.24,1108.24,0.00,231.95,231.95,4.00,4.00,,
